Science,111,normal,38
Science,102,lab,30
Science,103,normal,30
Science,106,lab,30
Science,107,normal,20
Science,109,normal,30
Science,202,computer,60
Science,203,normal,30
Science,204,computer,30
Science,205,normal,30
Science,206,computer,30
Science,207,normal,30
Science,212,auditorium,90
Science,213,auditorium,90
Science,302,normal,30
Science,303,computer,30
Science,304,lab,20
Science,305,lab,20
